DateTime,Junction,Vehicles,ID,Hour,Day,Month,IsWeekend,TrafficLevel
2020-01-02 08:00:00,4,46,33,8,3,1,0,Medium
2020-01-02 09:00:00,2,97,34,9,3,1,0,High
2020-01-02 10:00:00,2,39,35,10,3,1,0,Medium
2020-01-02 11:00:00,1,53,36,11,3,1,0,High
2020-01-02 12:00:00,4,29,37,12,3,1,0,Medium
2020-01-02 13:00:00,1,84,38,13,3,1,0,High
2020-01-02 14:00:00,1,54,39,14,3,1,0,High
2020-01-02 15:00:00,3,25,40,15,3,1,0,Medium
2020-01-02 16:00:00,3,24,41,16,3,1,0,Medium
2020-01-02 17:00:00,3,65,42,17,3,1,0,High
2020-01-02 18:00:00,2,90,43,18,3,1,0,High
2020-01-02 19:00:00,4,49,44,19,3,1,0,Medium
2020-01-02 20:00:00,4,19,45,20,3,1,0,Low
2020-01-02 21:00:00,4,17,46,21,3,1,0,Low
2020-01-02 22:00:00,4,21,47,22,3,1,0,Medium
2020-01-02 23:00:00,3,29,48,23,3,1,0,Medium
2020-01-03 00:00:00,2,2,49,0,4,1,0,Low
2020-01-03 01:00:00,2,6,50,1,4,1,0,Low
2020-01-03 02:00:00,3,4,51,2,4,1,0,Low
2020-01-03 03:00:00,2,5,52,3,4,1,0,Low
2020-01-03 04:00:00,3,9,53,4,4,1,0,Low
2020-01-03 05:00:00,4,19,54,5,4,1,0,Low
2020-01-03 06:00:00,3,25,55,6,4,1,0,Medium
2020-01-03 07:00:00,4,41,56,7,4,1,0,Medium
2020-01-03 08:00:00,4,47,57,8,4,1,0,Medium
2020-01-03 09:00:00,1,130,58,9,4,1,0,High
2020-01-03 10:00:00,3,26,59,10,4,1,0,Medium
2020-01-03 11:00:00,1,61,60,11,4,1,0,High
2020-01-03 12:00:00,3,43,61,12,4,1,0,Medium
2020-01-03 13:00:00,3,35,62,13,4,1,0,Medium
2020-01-03 14:00:00,1,39,63,14,4,1,0,Medium
2020-01-03 15:00:00,1,60,64,15,4,1,0,High
2020-01-03 16:00:00,3,31,65,16,4,1,0,Medium
2020-01-03 17:00:00,2,104,66,17,4,1,0,High
2020-01-03 18:00:00,4,49,67,18,4,1,0,Medium
2020-01-03 19:00:00,1,145,68,19,4,1,0,High
2020-01-03 20:00:00,4,21,69,20,4,1,0,Medium
2020-01-03 21:00:00,2,35,70,21,4,1,0,Medium
2020-01-03 22:00:00,2,41,71,22,4,1,0,Medium
2020-01-03 23:00:00,2,41,72,23,4,1,0,Medium
2020-01-04 00:00:00,1,16,73,0,5,1,1,Low
2020-01-04 01:00:00,2,18,74,1,5,1,1,Low
2020-01-04 02:00:00,1,12,75,2,5,1,1,Low
2020-01-04 03:00:00,2,4,76,3,5,1,1,Low
2020-01-04 04:00:00,4,3,77,4,5,1,1,Low
2020-01-04 05:00:00,4,8,78,5,5,1,1,Low
2020-01-04 06:00:00,3,15,79,6,5,1,1,Low
2020-01-04 07:00:00,4,29,80,7,5,1,1,Medium
2020-01-04 08:00:00,3,38,81,8,5,1,1,Medium
2020-01-04 09:00:00,4,30,82,9,5,1,1,Medium
2020-01-04 10:00:00,1,33,83,10,5,1,1,Medium
2020-01-04 11:00:00,4,15,84,11,5,1,1,Low
2020-01-04 12:00:00,3,25,85,12,5,1,1,Medium
2020-01-04 13:00:00,3,25,86,13,5,1,1,Medium
2020-01-04 14:00:00,2,24,87,14,5,1,1,Medium
2020-01-04 15:00:00,1,39,88,15,5,1,1,Medium
2020-01-04 16:00:00,4,14,89,16,5,1,1,Low
2020-01-04 17:00:00,2,60,90,17,5,1,1,High
2020-01-04 18:00:00,4,30,91,18,5,1,1,Medium
2020-01-04 19:00:00,4,31,92,19,5,1,1,Medium
2020-01-04 20:00:00,2,19,93,20,5,1,1,Low
2020-01-04 21:00:00,2,22,94,21,5,1,1,Medium
2020-01-04 22:00:00,2,23,95,22,5,1,1,Medium
2020-01-04 23:00:00,2,29,96,23,5,1,1,Medium
2020-01-05 00:00:00,2,7,97,0,6,1,1,Low
2020-01-05 01:00:00,4,3,98,1,6,1,1,Low
2020-01-05 02:00:00,2,10,99,2,6,1,1,Low
2020-01-05 03:00:00,1,8,100,3,6,1,1,Low
2020-01-05 04:00:00,3,5,101,4,6,1,1,Low
2020-01-05 05:00:00,2,25,102,5,6,1,1,Medium
2020-01-05 06:00:00,2,26,103,6,6,1,1,Medium
2020-01-05 07:00:00,4,28,104,7,6,1,1,Medium
2020-01-05 08:00:00,2,49,105,8,6,1,1,Medium
2020-01-05 09:00:00,2,59,106,9,6,1,1,High
2020-01-05 10:00:00,2,32,107,10,6,1,1,Medium
2020-01-05 11:00:00,4,14,108,11,6,1,1,Low
2020-01-05 12:00:00,2,42,109,12,6,1,1,Medium
2020-01-05 13:00:00,3,29,110,13,6,1,1,Medium
2020-01-05 14:00:00,4,13,111,14,6,1,1,Low
2020-01-05 15:00:00,3,17,112,15,6,1,1,Low
2020-01-05 16:00:00,4,11,113,16,6,1,1,Low
2020-01-05 17:00:00,2,62,114,17,6,1,1,High
2020-01-05 18:00:00,3,44,115,18,6,1,1,Medium
2020-01-05 19:00:00,4,34,116,19,6,1,1,Medium
2020-01-05 20:00:00,1,37,117,20,6,1,1,Medium
2020-01-05 21:00:00,2,23,118,21,6,1,1,Medium
2020-01-05 22:00:00,4,12,119,22,6,1,1,Low
2020-01-05 23:00:00,1,42,120,23,6,1,1,Medium
2020-01-06 00:00:00,4,1,121,0,0,1,0,Low
2020-01-06 01:00:00,1,0,122,1,0,1,0,Low
2020-01-06 02:00:00,2,7,123,2,0,1,0,Low
2020-01-06 03:00:00,3,2,124,3,0,1,0,Low
2020-01-06 04:00:00,1,11,125,4,0,1,0,Low
2020-01-06 05:00:00,4,19,126,5,0,1,0,Low
2020-01-06 06:00:00,2,37,127,6,0,1,0,Medium
2020-01-06 07:00:00,1,148,128,7,0,1,0,High
2020-01-06 08:00:00,4,46,129,8,0,1,0,Medium
2020-01-06 09:00:00,4,46,130,9,0,1,0,Medium
2020-01-06 10:00:00,4,21,131,10,0,1,0,Medium
2020-01-06 11:00:00,1,51,132,11,0,1,0,High
2020-01-06 12:00:00,1,96,133,12,0,1,0,High
2020-01-06 13:00:00,1,88,134,13,0,1,0,High
2020-01-06 14:00:00,3,28,135,14,0,1,0,Medium
2020-01-06 15:00:00,1,52,136,15,0,1,0,High
2020-01-06 16:00:00,1,48,137,16,0,1,0,Medium
2020-01-06 17:00:00,1,154,138,17,0,1,0,High
2020-01-06 18:00:00,3,67,139,18,0,1,0,High
2020-01-06 19:00:00,1,142,140,19,0,1,0,High
2020-01-06 20:00:00,4,17,141,20,0,1,0,Low
2020-01-06 21:00:00,1,66,142,21,0,1,0,High
2020-01-06 22:00:00,4,17,143,22,0,1,0,Low
2020-01-06 23:00:00,4,23,144,23,0,1,0,Medium
2020-01-07 00:00:00,4,2,145,0,1,1,0,Low
2020-01-07 01:00:00,3,8,146,1,1,1,0,Low
2020-01-07 02:00:00,3,5,147,2,1,1,0,Low
2020-01-07 03:00:00,3,8,148,3,1,1,0,Low
2020-01-07 04:00:00,1,11,149,4,1,1,0,Low
2020-01-07 05:00:00,4,19,150,5,1,1,0,Low
2020-01-07 06:00:00,3,26,151,6,1,1,0,Medium
2020-01-07 07:00:00,3,58,152,7,1,1,0,High
2020-01-07 08:00:00,1,143,153,8,1,1,0,High
2020-01-07 09:00:00,3,60,154,9,1,1,0,High
2020-01-07 10:00:00,1,57,155,10,1,1,0,High
2020-01-07 11:00:00,2,35,156,11,1,1,0,Medium
2020-01-07 12:00:00,3,31,157,12,1,1,0,Medium
2020-01-07 13:00:00,2,58,158,13,1,1,0,High
2020-01-07 14:00:00,1,75,159,14,1,1,0,High
2020-01-07 15:00:00,4,21,160,15,1,1,0,Medium
2020-01-07 16:00:00,3,26,161,16,1,1,0,Medium
2020-01-07 17:00:00,1,146,162,17,1,1,0,High
2020-01-07 18:00:00,4,49,163,18,1,1,0,Medium
2020-01-07 19:00:00,4,50,164,19,1,1,0,High
2020-01-07 20:00:00,2,34,165,20,1,1,0,Medium
2020-01-07 21:00:00,1,66,166,21,1,1,0,High
2020-01-07 22:00:00,4,21,167,22,1,1,0,Medium
2020-01-07 23:00:00,3,28,168,23,1,1,0,Medium
2020-01-08 00:00:00,3,7,169,0,2,1,0,Low
2020-01-08 01:00:00,2,9,170,1,2,1,0,Low
2020-01-08 02:00:00,4,6,171,2,2,1,0,Low
2020-01-08 03:00:00,1,18,172,3,2,1,0,Low
2020-01-08 04:00:00,3,5,173,4,2,1,0,Low
2020-01-08 05:00:00,4,18,174,5,2,1,0,Low
2020-01-08 06:00:00,4,20,175,6,2,1,0,Medium
2020-01-08 07:00:00,2,99,176,7,2,1,0,High
2020-01-08 08:00:00,3,57,177,8,2,1,0,High
2020-01-08 09:00:00,3,57,178,9,2,1,0,High
2020-01-08 10:00:00,1,60,179,10,2,1,0,High
2020-01-08 11:00:00,3,26,180,11,2,1,0,Medium
2020-01-08 12:00:00,1,90,181,12,2,1,0,High
2020-01-08 13:00:00,3,40,182,13,2,1,0,Medium
2020-01-08 14:00:00,2,38,183,14,2,1,0,Medium
2020-01-08 15:00:00,3,30,184,15,2,1,0,Medium
2020-01-08 16:00:00,1,48,185,16,2,1,0,Medium
2020-01-08 17:00:00,1,142,186,17,2,1,0,High
2020-01-08 18:00:00,2,98,187,18,2,1,0,High
2020-01-08 19:00:00,3,61,188,19,2,1,0,High
2020-01-08 20:00:00,3,25,189,20,2,1,0,Medium
2020-01-08 21:00:00,2,47,190,21,2,1,0,Medium
2020-01-08 22:00:00,3,26,191,22,2,1,0,Medium
2020-01-08 23:00:00,3,27,192,23,2,1,0,Medium
2020-01-09 00:00:00,1,6,193,0,3,1,0,Low
2020-01-09 01:00:00,3,4,194,1,3,1,0,Low
2020-01-09 02:00:00,3,5,195,2,3,1,0,Low
2020-01-09 03:00:00,2,8,196,3,3,1,0,Low
2020-01-09 04:00:00,2,15,197,4,3,1,0,Low
2020-01-09 05:00:00,4,21,198,5,3,1,0,Medium
2020-01-09 06:00:00,1,51,199,6,3,1,0,High
2020-01-09 07:00:00,3,62,200,7,3,1,0,High
2020-01-09 08:00:00,3,63,201,8,3,1,0,High
2020-01-09 09:00:00,4,48,202,9,3,1,0,Medium
2020-01-09 10:00:00,3,31,203,10,3,1,0,Medium
2020-01-09 11:00:00,1,52,204,11,3,1,0,High
2020-01-09 12:00:00,4,27,205,12,3,1,0,Medium
2020-01-09 13:00:00,1,80,206,13,3,1,0,High
2020-01-09 14:00:00,4,19,207,14,3,1,0,Low
2020-01-09 15:00:00,4,20,208,15,3,1,0,Medium
2020-01-09 16:00:00,2,44,209,16,3,1,0,Medium
2020-01-09 17:00:00,1,147,210,17,3,1,0,High
2020-01-09 18:00:00,3,65,211,18,3,1,0,High
2020-01-09 19:00:00,3,66,212,19,3,1,0,High
2020-01-09 20:00:00,1,53,213,20,3,1,0,High
2020-01-09 21:00:00,3,32,214,21,3,1,0,Medium
2020-01-09 22:00:00,3,21,215,22,3,1,0,Medium
2020-01-09 23:00:00,1,60,216,23,3,1,0,High
2020-01-10 00:00:00,4,9,217,0,4,1,0,Low
2020-01-10 01:00:00,1,14,218,1,4,1,0,Low
2020-01-10 02:00:00,4,4,219,2,4,1,0,Low
2020-01-10 03:00:00,3,5,220,3,4,1,0,Low
2020-01-10 04:00:00,3,6,221,4,4,1,0,Low
2020-01-10 05:00:00,3,30,222,5,4,1,0,Medium
2020-01-10 06:00:00,2,29,223,6,4,1,0,Medium
2020-01-10 07:00:00,4,49,224,7,4,1,0,Medium
2020-01-10 08:00:00,2,85,225,8,4,1,0,High
2020-01-10 09:00:00,2,91,226,9,4,1,0,High
2020-01-10 10:00:00,1,56,227,10,4,1,0,High
2020-01-10 11:00:00,2,42,228,11,4,1,0,Medium
2020-01-10 12:00:00,1,78,229,12,4,1,0,High
2020-01-10 13:00:00,1,92,230,13,4,1,0,High
2020-01-10 14:00:00,2,48,231,14,4,1,0,Medium
2020-01-10 15:00:00,4,16,232,15,4,1,0,Low
2020-01-10 16:00:00,4,20,233,16,4,1,0,Medium
2020-01-10 17:00:00,4,48,234,17,4,1,0,Medium
2020-01-10 18:00:00,4,50,235,18,4,1,0,High
2020-01-10 19:00:00,4,49,236,19,4,1,0,Medium
2020-01-10 20:00:00,2,36,237,20,4,1,0,Medium
2020-01-10 21:00:00,2,41,238,21,4,1,0,Medium
2020-01-10 22:00:00,3,31,239,22,4,1,0,Medium
2020-01-10 23:00:00,4,19,240,23,4,1,0,Low
2020-01-11 00:00:00,2,9,241,0,5,1,1,Low
2020-01-11 01:00:00,3,0,242,1,5,1,1,Low
2020-01-11 02:00:00,4,1,243,2,5,1,1,Low
2020-01-11 03:00:00,1,12,244,3,5,1,1,Low
2020-01-11 04:00:00,3,8,245,4,5,1,1,Low
2020-01-11 05:00:00,2,27,246,5,5,1,1,Medium
2020-01-11 06:00:00,1,36,247,6,5,1,1,Medium
2020-01-11 07:00:00,1,90,248,7,5,1,1,High
2020-01-11 08:00:00,1,81,249,8,5,1,1,High
2020-01-11 09:00:00,3,41,250,9,5,1,1,Medium
2020-01-11 10:00:00,2,29,251,10,5,1,1,Medium
2020-01-11 11:00:00,1,35,252,11,5,1,1,Medium
2020-01-11 12:00:00,4,18,253,12,5,1,1,Low
2020-01-11 13:00:00,1,59,254,13,5,1,1,High
2020-01-11 14:00:00,1,35,255,14,5,1,1,Medium
2020-01-11 15:00:00,3,16,256,15,5,1,1,Low
2020-01-11 16:00:00,3,23,257,16,5,1,1,Medium
2020-01-11 17:00:00,2,63,258,17,5,1,1,High
2020-01-11 18:00:00,4,31,259,18,5,1,1,Medium
2020-01-11 19:00:00,3,40,260,19,5,1,1,Medium
2020-01-11 20:00:00,1,43,261,20,5,1,1,Medium
2020-01-11 21:00:00,2,24,262,21,5,1,1,Medium
2020-01-11 22:00:00,1,34,263,22,5,1,1,Medium
2020-01-11 23:00:00,1,47,264,23,5,1,1,Medium
2020-01-12 00:00:00,3,8,265,0,6,1,1,Low
2020-01-12 01:00:00,2,3,266,1,6,1,1,Low
2020-01-12 02:00:00,4,0,267,2,6,1,1,Low
2020-01-12 03:00:00,4,5,268,3,6,1,1,Low
2020-01-12 04:00:00,3,2,269,4,6,1,1,Low
2020-01-12 05:00:00,3,19,270,5,6,1,1,Low
2020-01-12 06:00:00,2,16,271,6,6,1,1,Low
2020-01-12 07:00:00,4,32,272,7,6,1,1,Medium
2020-01-12 08:00:00,4,27,273,8,6,1,1,Medium
2020-01-12 09:00:00,4,31,274,9,6,1,1,Medium
2020-01-12 10:00:00,1,38,275,10,6,1,1,Medium
2020-01-12 11:00:00,4,10,276,11,6,1,1,Low
2020-01-12 12:00:00,1,55,277,12,6,1,1,High
2020-01-12 13:00:00,2,41,278,13,6,1,1,Medium
2020-01-12 14:00:00,1,39,279,14,6,1,1,Medium
2020-01-12 15:00:00,2,28,280,15,6,1,1,Medium
2020-01-12 16:00:00,4,17,281,16,6,1,1,Low
2020-01-12 17:00:00,4,28,282,17,6,1,1,Medium
2020-01-12 18:00:00,2,71,283,18,6,1,1,High
2020-01-12 19:00:00,3,43,284,19,6,1,1,Medium
2020-01-12 20:00:00,2,21,285,20,6,1,1,Medium
2020-01-12 21:00:00,3,13,286,21,6,1,1,Low
2020-01-12 22:00:00,1,37,287,22,6,1,1,Medium
2020-01-12 23:00:00,1,44,288,23,6,1,1,Medium
2020-01-13 00:00:00,1,13,289,0,0,1,0,Low
2020-01-13 01:00:00,4,8,290,1,0,1,0,Low
2020-01-13 02:00:00,1,5,291,2,0,1,0,Low
2020-01-13 03:00:00,3,6,292,3,0,1,0,Low
2020-01-13 04:00:00,1,6,293,4,0,1,0,Low
2020-01-13 05:00:00,2,41,294,5,0,1,0,Medium
2020-01-13 06:00:00,2,43,295,6,0,1,0,Medium
2020-01-13 07:00:00,4,45,296,7,0,1,0,Medium
2020-01-13 08:00:00,2,80,297,8,0,1,0,High
2020-01-13 09:00:00,3,62,298,9,0,1,0,High
2020-01-13 10:00:00,1,62,299,10,0,1,0,High
2020-01-13 11:00:00,4,20,300,11,0,1,0,Medium
2020-01-13 12:00:00,1,97,301,12,0,1,0,High
2020-01-13 13:00:00,1,81,302,13,0,1,0,High
2020-01-13 14:00:00,3,28,303,14,0,1,0,Medium
2020-01-13 15:00:00,2,44,304,15,0,1,0,Medium
2020-01-13 16:00:00,2,31,305,16,0,1,0,Medium
2020-01-13 17:00:00,1,150,306,17,0,1,0,High
2020-01-13 18:00:00,4,48,307,18,0,1,0,Medium
2020-01-13 19:00:00,2,98,308,19,0,1,0,High
2020-01-13 20:00:00,4,20,309,20,0,1,0,Medium
2020-01-13 21:00:00,2,37,310,21,0,1,0,Medium
2020-01-13 22:00:00,4,18,311,22,0,1,0,Low
2020-01-13 23:00:00,3,26,312,23,0,1,0,Medium
2020-01-14 00:00:00,4,2,313,0,1,1,0,Low
2020-01-14 01:00:00,3,3,314,1,1,1,0,Low
2020-01-14 02:00:00,3,8,315,2,1,1,0,Low
2020-01-14 03:00:00,4,2,316,3,1,1,0,Low
2020-01-14 04:00:00,3,8,317,4,1,1,0,Low
2020-01-14 05:00:00,1,62,318,5,1,1,0,High
2020-01-14 06:00:00,3,21,319,6,1,1,0,Medium
2020-01-14 07:00:00,2,89,320,7,1,1,0,High
2020-01-14 08:00:00,4,48,321,8,1,1,0,Medium
2020-01-14 09:00:00,1,131,322,9,1,1,0,High
2020-01-14 10:00:00,4,18,323,10,1,1,0,Low
2020-01-14 11:00:00,2,41,324,11,1,1,0,Medium
2020-01-14 12:00:00,2,62,325,12,1,1,0,High
2020-01-14 13:00:00,2,58,326,13,1,1,0,High
2020-01-14 14:00:00,3,24,327,14,1,1,0,Medium
2020-01-14 15:00:00,3,30,328,15,1,1,0,Medium
2020-01-14 16:00:00,4,23,329,16,1,1,0,Medium
2020-01-14 17:00:00,4,51,330,17,1,1,0,High
2020-01-14 18:00:00,1,149,331,18,1,1,0,High
2020-01-14 19:00:00,1,143,332,19,1,1,0,High
2020-01-14 20:00:00,4,17,333,20,1,1,0,Low
2020-01-14 21:00:00,3,27,334,21,1,1,0,Medium
2020-01-14 22:00:00,2,41,335,22,1,1,0,Medium
2020-01-14 23:00:00,4,22,336,23,1,1,0,Medium
2020-01-15 00:00:00,1,19,337,0,2,1,0,Low
2020-01-15 01:00:00,3,2,338,1,2,1,0,Low
2020-01-15 02:00:00,4,7,339,2,2,1,0,Low
2020-01-15 03:00:00,4,2,340,3,2,1,0,Low
2020-01-15 04:00:00,3,5,341,4,2,1,0,Low
2020-01-15 05:00:00,4,20,342,5,2,1,0,Medium
2020-01-15 06:00:00,3,32,343,6,2,1,0,Medium
2020-01-15 07:00:00,2,106,344,7,2,1,0,High
2020-01-15 08:00:00,3,63,345,8,2,1,0,High
2020-01-15 09:00:00,3,61,346,9,2,1,0,High
2020-01-15 10:00:00,3,28,347,10,2,1,0,Medium
2020-01-15 11:00:00,4,21,348,11,2,1,0,Medium
2020-01-15 12:00:00,4,28,349,12,2,1,0,Medium
2020-01-15 13:00:00,3,44,350,13,2,1,0,Medium
2020-01-15 14:00:00,4,20,351,14,2,1,0,Medium
2020-01-15 15:00:00,1,62,352,15,2,1,0,High
2020-01-15 16:00:00,1,63,353,16,2,1,0,High
2020-01-15 17:00:00,4,50,354,17,2,1,0,High
2020-01-15 18:00:00,4,51,355,18,2,1,0,High
2020-01-15 19:00:00,3,64,356,19,2,1,0,High
2020-01-15 20:00:00,2,37,357,20,2,1,0,Medium
2020-01-15 21:00:00,4,17,358,21,2,1,0,Low
2020-01-15 22:00:00,1,62,359,22,2,1,0,High
2020-01-15 23:00:00,3,28,360,23,2,1,0,Medium
2020-01-16 00:00:00,4,5,361,0,3,1,0,Low
2020-01-16 01:00:00,1,26,362,1,3,1,0,Medium
2020-01-16 02:00:00,1,14,363,2,3,1,0,Low
2020-01-16 03:00:00,2,12,364,3,3,1,0,Low
2020-01-16 04:00:00,3,3,365,4,3,1,0,Low
2020-01-16 05:00:00,3,25,366,5,3,1,0,Medium
2020-01-16 06:00:00,2,42,367,6,3,1,0,Medium
2020-01-16 07:00:00,2,96,368,7,3,1,0,High
2020-01-16 08:00:00,3,60,369,8,3,1,0,High
2020-01-16 09:00:00,3,61,370,9,3,1,0,High
2020-01-16 10:00:00,4,16,371,10,3,1,0,Low
2020-01-16 11:00:00,4,18,372,11,3,1,0,Low
2020-01-16 12:00:00,2,63,373,12,3,1,0,High
2020-01-16 13:00:00,4,30,374,13,3,1,0,Medium
2020-01-16 14:00:00,1,62,375,14,3,1,0,High
2020-01-16 15:00:00,4,19,376,15,3,1,0,Low
2020-01-16 16:00:00,4,19,377,16,3,1,0,Low
2020-01-16 17:00:00,1,144,378,17,3,1,0,High
2020-01-16 18:00:00,2,102,379,18,3,1,0,High
2020-01-16 19:00:00,1,151,380,19,3,1,0,High
2020-01-16 20:00:00,4,20,381,20,3,1,0,Medium
2020-01-16 21:00:00,2,37,382,21,3,1,0,Medium
2020-01-16 22:00:00,4,14,383,22,3,1,0,Low
2020-01-16 23:00:00,1,66,384,23,3,1,0,High
2020-01-17 00:00:00,1,11,385,0,4,1,0,Low
2020-01-17 01:00:00,4,3,386,1,4,1,0,Low
2020-01-17 02:00:00,3,8,387,2,4,1,0,Low
2020-01-17 03:00:00,3,5,388,3,4,1,0,Low
2020-01-17 04:00:00,1,22,389,4,4,1,0,Medium
2020-01-17 05:00:00,1,63,390,5,4,1,0,High
2020-01-17 06:00:00,3,28,391,6,4,1,0,Medium
2020-01-17 07:00:00,3,57,392,7,4,1,0,High
2020-01-17 08:00:00,4,48,393,8,4,1,0,Medium
2020-01-17 09:00:00,4,46,394,9,4,1,0,Medium
2020-01-17 10:00:00,3,25,395,10,4,1,0,Medium
2020-01-17 11:00:00,4,20,396,11,4,1,0,Medium
2020-01-17 12:00:00,4,25,397,12,4,1,0,Medium
2020-01-17 13:00:00,2,61,398,13,4,1,0,High
2020-01-17 14:00:00,4,17,399,14,4,1,0,Low
2020-01-17 15:00:00,1,50,400,15,4,1,0,High
2020-01-17 16:00:00,4,16,401,16,4,1,0,Low
2020-01-17 17:00:00,4,52,402,17,4,1,0,High
2020-01-17 18:00:00,3,64,403,18,4,1,0,High
2020-01-17 19:00:00,1,158,404,19,4,1,0,High
2020-01-17 20:00:00,4,18,405,20,4,1,0,Low
2020-01-17 21:00:00,4,15,406,21,4,1,0,Low
2020-01-17 22:00:00,2,34,407,22,4,1,0,Medium
2020-01-17 23:00:00,4,22,408,23,4,1,0,Medium
2020-01-18 00:00:00,4,2,409,0,5,1,1,Low
2020-01-18 01:00:00,2,3,410,1,5,1,1,Low
2020-01-18 02:00:00,3,4,411,2,5,1,1,Low
2020-01-18 03:00:00,4,4,412,3,5,1,1,Low
2020-01-18 04:00:00,2,11,413,4,5,1,1,Low
2020-01-18 05:00:00,1,48,414,5,5,1,1,Medium
2020-01-18 06:00:00,3,16,415,6,5,1,1,Low
2020-01-18 07:00:00,1,81,416,7,5,1,1,High
2020-01-18 08:00:00,1,87,417,8,5,1,1,High
2020-01-18 09:00:00,2,61,418,9,5,1,1,High
2020-01-18 10:00:00,4,10,419,10,5,1,1,Low
2020-01-18 11:00:00,2,21,420,11,5,1,1,Medium
2020-01-18 12:00:00,2,40,421,12,5,1,1,Medium
2020-01-18 13:00:00,2,38,422,13,5,1,1,Medium
2020-01-18 14:00:00,2,25,423,14,5,1,1,Medium
2020-01-18 15:00:00,3,14,424,15,5,1,1,Low
2020-01-18 16:00:00,4,12,425,16,5,1,1,Low
2020-01-18 17:00:00,1,90,426,17,5,1,1,High
2020-01-18 18:00:00,1,102,427,18,5,1,1,High
2020-01-18 19:00:00,4,34,428,19,5,1,1,Medium
2020-01-18 20:00:00,1,26,429,20,5,1,1,Medium
2020-01-18 21:00:00,4,10,430,21,5,1,1,Low
2020-01-18 22:00:00,1,28,431,22,5,1,1,Medium
2020-01-18 23:00:00,2,22,432,23,5,1,1,Medium
2020-01-19 00:00:00,1,9,433,0,6,1,1,Low
2020-01-19 01:00:00,4,0,434,1,6,1,1,Low
2020-01-19 02:00:00,4,1,435,2,6,1,1,Low
2020-01-19 03:00:00,4,0,436,3,6,1,1,Low
2020-01-19 04:00:00,4,3,437,4,6,1,1,Low
2020-01-19 05:00:00,4,13,438,5,6,1,1,Low
2020-01-19 06:00:00,3,14,439,6,6,1,1,Low
2020-01-19 07:00:00,3,40,440,7,6,1,1,Medium
2020-01-19 08:00:00,1,86,441,8,6,1,1,High
2020-01-19 09:00:00,4,29,442,9,6,1,1,Medium
2020-01-19 10:00:00,1,49,443,10,6,1,1,Medium
2020-01-19 11:00:00,4,15,444,11,6,1,1,Low
2020-01-19 12:00:00,4,16,445,12,6,1,1,Low
2020-01-19 13:00:00,3,28,446,13,6,1,1,Medium
2020-01-19 14:00:00,3,19,447,14,6,1,1,Low
2020-01-19 15:00:00,2,20,448,15,6,1,1,Medium
2020-01-19 16:00:00,3,19,449,16,6,1,1,Low
2020-01-19 17:00:00,2,71,450,17,6,1,1,High
2020-01-19 18:00:00,2,59,451,18,6,1,1,High
2020-01-19 19:00:00,2,60,452,19,6,1,1,High
2020-01-19 20:00:00,2,30,453,20,6,1,1,Medium
2020-01-19 21:00:00,2,26,454,21,6,1,1,Medium
2020-01-19 22:00:00,1,42,455,22,6,1,1,Medium
2020-01-19 23:00:00,3,18,456,23,6,1,1,Low
2020-01-20 00:00:00,2,11,457,0,0,1,0,Low
2020-01-20 01:00:00,4,1,458,1,0,1,0,Low
2020-01-20 02:00:00,3,9,459,2,0,1,0,Low
2020-01-20 03:00:00,3,10,460,3,0,1,0,Low
2020-01-20 04:00:00,2,8,461,4,0,1,0,Low
